constituency,state,status,Vote,Margin,Candidate,Party
Muzaffarnagar(3),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 3 - Muzaffarnagar  (Uttar Pradesh)

            ",lost,446049,-24672,SANJEEV KUMAR BALYAN,Bharatiya Janata Party
Muzaffarnagar(3),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 3 - Muzaffarnagar  (Uttar Pradesh)

            ",lost,143707,-327014,DARA SINGH PRAJAPATI,Bahujan Samaj Party
Muzaffarnagar(3),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 3 - Muzaffarnagar  (Uttar Pradesh)

            ",lost,7167,-463554,SUNIL TYAGI,Independent
Muzaffarnagar(3),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 3 - Muzaffarnagar  (Uttar Pradesh)

            ",lost,2000,-468721,KAVITA,Rashtrawadi Janlok Party (Satya)
Muzaffarnagar(3),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 3 - Muzaffarnagar  (Uttar Pradesh)

            ",lost,1431,-469290,SHASHIKANT SHAMAR,Independent
Muzaffarnagar(3),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 3 - Muzaffarnagar  (Uttar Pradesh)

            ",lost,1421,-469300,BIRBAL SINGH,Vishal Janta Party
Muzaffarnagar(3),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 3 - Muzaffarnagar  (Uttar Pradesh)

            ",lost,861,-469860,NEEL KUMAR,Jai Samta Party
Muzaffarnagar(3),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 3 - Muzaffarnagar  (Uttar Pradesh)

            ",lost,684,-470037,RESHU SHARMA,Independent
Muzaffarnagar(3),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 3 - Muzaffarnagar  (Uttar Pradesh)

            ",lost,372,-470349,ANKUR,Independent
Muzaffarnagar(3),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 3 - Muzaffarnagar  (Uttar Pradesh)

            ",lost,340,-470381,MANUJ VERMA,Independent
Muzaffarnagar(3),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 3 - Muzaffarnagar  (Uttar Pradesh)

            ",,3916,-466805,NOTA,None of the Above
Moradabad(6),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 6 - Moradabad  (Uttar Pradesh)

            ",won,637363,105762,RUCHI VIRA,Samajwadi Party
Moradabad(6),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 6 - Moradabad  (Uttar Pradesh)

            ",lost,531601,-105762,KUNWAR SARVESH KUMAR,Bharatiya Janata Party
Moradabad(6),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 6 - Moradabad  (Uttar Pradesh)

            ",lost,92313,-545050,MO IRFAN,Bahujan Samaj Party
Moradabad(6),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 6 - Moradabad  (Uttar Pradesh)

            ",lost,4094,-633269,AJAY YADAV,Apna Haq Party
Moradabad(6),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 6 - Moradabad  (Uttar Pradesh)

            ",lost,2583,-634780,MUSHARRAT HUSAIN,Independent
Moradabad(6),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 6 - Moradabad  (Uttar Pradesh)

            ",lost,2296,-635067,SADHNA SINGH,Independent
Moradabad(6),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 6 - Moradabad  (Uttar Pradesh)

            ",lost,1719,-635644,MOHD JAMSHED,Independent
Moradabad(6),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 6 - Moradabad  (Uttar Pradesh)

            ",lost,1459,-635904,ONKAR SINGH,Bharatiya Bahujan Samta Party
Moradabad(6),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 6 - Moradabad  (Uttar Pradesh)

            ",lost,1356,-636007,SHAKIL AHMED,Samata Party
Moradabad(6),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 6 - Moradabad  (Uttar Pradesh)

            ",lost,952,-636411,AMARJEET SINGH JATAV,Independent
Moradabad(6),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 6 - Moradabad  (Uttar Pradesh)

            ",lost,940,-636423,HAR KISHORE SINGH,Socialist Unity Centre Of India (COMMUNIST)
Moradabad(6),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 6 - Moradabad  (Uttar Pradesh)

            ",lost,685,-636678,GANGARAM SHARMA,Rashtriya Congress(J) Party
Moradabad(6),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 6 - Moradabad  (Uttar Pradesh)

            ",,5824,-631539,NOTA,None of the Above
Rampur(7),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 7 - Rampur  (Uttar Pradesh)

            ",won,481503,87434,MOHIBBULLAH,Samajwadi Party
Rampur(7),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 7 - Rampur  (Uttar Pradesh)

            ",lost,394069,-87434,GHANSHYAM SINGH LODHI,Bharatiya Janata Party
Rampur(7),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 7 - Rampur  (Uttar Pradesh)

            ",lost,79692,-401811,ZEESHAN KHAN,Bahujan Samaj Party
Rampur(7),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 7 - Rampur  (Uttar Pradesh)

            ",lost,2927,-478576,ARSHAD WARSI,Minorities Democratic Party
